ia_id	source	building	place	period	element	value	unit	value_m	leaf	printed_page	evidence	verified_full_res	quote
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Gunthwaite Hall barn — aisled timber barn (nave + two aisles)	Gunthwaite, near Penistone, South Yorkshire	medieval, extant	tie-beam length, pillar to pillar (aisle-post spacing across)	23 ft	ft	7.010	n166	132	measured	yes	A large barn with a nave and two aisles adjoining Gunthwaite Hall, near Penistone, still remains. It is 165 feet long, 43 feet broad, and 30 feet high, viz., 15 feet to the tie-beams, and 15 feet from them to the ridge-tree. It consists of 11 bays of 15 feet each in length. It has two rows of wooden pillars, each measuring 14 inches by 9, and standing on stone pedestals. The length of the tie-beams from one pillar to another is 23 feet. The roof is in a single span extending across the whole breadth. The building is of timber framework filled up with stonework to the height of 8 ft 9 in. There are six barn doors.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Gunthwaite Hall barn — aisled timber barn (nave + two aisles)	Gunthwaite, near Penistone, South Yorkshire	medieval, extant	stonework infill height in timber frame (plinth)	8 ft 9 in	ft in	2.667	n166	132	measured	yes	A large barn with a nave and two aisles adjoining Gunthwaite Hall, near Penistone, still remains. It is 165 feet long, 43 feet broad, and 30 feet high, viz., 15 feet to the tie-beams, and 15 feet from them to the ridge-tree. It consists of 11 bays of 15 feet each in length. It has two rows of wooden pillars, each measuring 14 inches by 9, and standing on stone pedestals. The length of the tie-beams from one pillar to another is 23 feet. The roof is in a single span extending across the whole breadth. The building is of timber framework filled up with stonework to the height of 8 ft 9 in. There are six barn doors.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Cholsey barn (demolished)	Cholsey, Berkshire	medieval	internal length	303 ft	ft	92.354	n166	132	secondary	no	There was formerly a barn at Cholsey, in Berkshire, 303 feet long and 51 feet high. The pillars were four yards in circumference. — Parker's Glossary of Arch., 1850, p. 241 [FLAG: '51 feet high' is what Addy prints; the usual published figure for Cholsey is a WIDTH of about 54 ft, so this may be Parker's or Addy's slip for 'wide'. Recorded as printed, not corrected.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Cholsey barn (demolished)	Cholsey, Berkshire	medieval	height (as printed — see flag)	51 ft	ft	15.545	n166	132	secondary	no	There was formerly a barn at Cholsey, in Berkshire, 303 feet long and 51 feet high. The pillars were four yards in circumference. — Parker's Glossary of Arch., 1850, p. 241 [FLAG: '51 feet high' is what Addy prints; the usual published figure for Cholsey is a WIDTH of about 54 ft, so this may be Parker's or Addy's slip for 'wide'. Recorded as printed, not corrected.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Cholsey barn (demolished)	Cholsey, Berkshire	medieval	pillar circumference	12 ft	ft (= 4 yards)	3.658	n166	132	secondary	no	There was formerly a barn at Cholsey, in Berkshire, 303 feet long and 51 feet high. The pillars were four yards in circumference. — Parker's Glossary of Arch., 1850, p. 241 [FLAG: '51 feet high' is what Addy prints; the usual published figure for Cholsey is a WIDTH of about 54 ft, so this may be Parker's or Addy's slip for 'wide'. Recorded as printed, not corrected.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Great Hatfield mud house (single-storey cot, open hearth)	Great Hatfield, Mappleton, East Yorkshire	vernacular, extant 1898	external length	28 ft	ft	8.534	n72	38	measured	no	A good example of a mud house, not now occupied, may be seen at Great Hatfield, Mappleton, in East Yorkshire. The outside length is 28 ft, and the inside breadth 15 ft. 2 in. The height to the eaves, which project ten inches, is 6 ft. 2 in. The mud walls are 1 ft. 7 in. thick. The house has one door, 3 ft 3 in. wide, facing south... The length of the "speer" is four feet, so that it just covers the door. Its height is 6 ft. 2 in.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Great Hatfield mud house (single-storey cot, open hearth)	Great Hatfield, Mappleton, East Yorkshire	vernacular, extant 1898	internal breadth	15 ft 2 in	ft in	4.623	n72	38	measured	no	A good example of a mud house, not now occupied, may be seen at Great Hatfield, Mappleton, in East Yorkshire. The outside length is 28 ft, and the inside breadth 15 ft. 2 in. The height to the eaves, which project ten inches, is 6 ft. 2 in. The mud walls are 1 ft. 7 in. thick. The house has one door, 3 ft 3 in. wide, facing south... The length of the "speer" is four feet, so that it just covers the door. Its height is 6 ft. 2 in.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Great Hatfield mud house (single-storey cot, open hearth)	Great Hatfield, Mappleton, East Yorkshire	vernacular, extant 1898	height to eaves	6 ft 2 in	ft in	1.880	n72	38	measured	no	A good example of a mud house, not now occupied, may be seen at Great Hatfield, Mappleton, in East Yorkshire. The outside length is 28 ft, and the inside breadth 15 ft. 2 in. The height to the eaves, which project ten inches, is 6 ft. 2 in. The mud walls are 1 ft. 7 in. thick. The house has one door, 3 ft 3 in. wide, facing south... The length of the "speer" is four feet, so that it just covers the door. Its height is 6 ft. 2 in.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Great Hatfield mud house (single-storey cot, open hearth)	Great Hatfield, Mappleton, East Yorkshire	vernacular, extant 1898	eaves projection	10 in	in	0.254	n72	38	measured	no	A good example of a mud house, not now occupied, may be seen at Great Hatfield, Mappleton, in East Yorkshire. The outside length is 28 ft, and the inside breadth 15 ft. 2 in. The height to the eaves, which project ten inches, is 6 ft. 2 in. The mud walls are 1 ft. 7 in. thick. The house has one door, 3 ft 3 in. wide, facing south... The length of the "speer" is four feet, so that it just covers the door. Its height is 6 ft. 2 in.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Great Hatfield mud house (single-storey cot, open hearth)	Great Hatfield, Mappleton, East Yorkshire	vernacular, extant 1898	mud wall thickness	1 ft 7 in	ft in	0.483	n72	38	measured	no	A good example of a mud house, not now occupied, may be seen at Great Hatfield, Mappleton, in East Yorkshire. The outside length is 28 ft, and the inside breadth 15 ft. 2 in. The height to the eaves, which project ten inches, is 6 ft. 2 in. The mud walls are 1 ft. 7 in. thick. The house has one door, 3 ft 3 in. wide, facing south... The length of the "speer" is four feet, so that it just covers the door. Its height is 6 ft. 2 in.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Great Hatfield mud house (single-storey cot, open hearth)	Great Hatfield, Mappleton, East Yorkshire	vernacular, extant 1898	door width	3 ft 3 in	ft in	0.991	n72	38	measured	no	A good example of a mud house, not now occupied, may be seen at Great Hatfield, Mappleton, in East Yorkshire. The outside length is 28 ft, and the inside breadth 15 ft. 2 in. The height to the eaves, which project ten inches, is 6 ft. 2 in. The mud walls are 1 ft. 7 in. thick. The house has one door, 3 ft 3 in. wide, facing south... The length of the "speer" is four feet, so that it just covers the door. Its height is 6 ft. 2 in.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Great Hatfield mud house (single-storey cot, open hearth)	Great Hatfield, Mappleton, East Yorkshire	vernacular, extant 1898	"speer" (hearth screen) length	4 ft	ft	1.219	n72	38	measured	no	A good example of a mud house, not now occupied, may be seen at Great Hatfield, Mappleton, in East Yorkshire. The outside length is 28 ft, and the inside breadth 15 ft. 2 in. The height to the eaves, which project ten inches, is 6 ft. 2 in. The mud walls are 1 ft. 7 in. thick. The house has one door, 3 ft 3 in. wide, facing south... The length of the "speer" is four feet, so that it just covers the door. Its height is 6 ft. 2 in.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Great Hatfield mud house (single-storey cot, open hearth)	Great Hatfield, Mappleton, East Yorkshire	vernacular, extant 1898	"speer" (hearth screen) height	6 ft 2 in	ft in	1.880	n72	38	measured	no	A good example of a mud house, not now occupied, may be seen at Great Hatfield, Mappleton, in East Yorkshire. The outside length is 28 ft, and the inside breadth 15 ft. 2 in. The height to the eaves, which project ten inches, is 6 ft. 2 in. The mud walls are 1 ft. 7 in. thick. The house has one door, 3 ft 3 in. wide, facing south... The length of the "speer" is four feet, so that it just covers the door. Its height is 6 ft. 2 in.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Coit" at Rushy Lee — combined dwelling + shippon, basilical, aisled	Rushy Lee, near Midhope, South Yorkshire	vernacular, extant 1898	external length	44 ft	ft	13.411	n104	70	measured	no	At Rushy Lee... is one of those numerous buildings known in Yorkshire as "coits"... The larger door, 6 ft. high and 4 ft. 8 in. wide, is the main entrance to the building... Its length is forty-four, and its breadth thirty-seven feet. Four cows stood between each pair of wooden pillars, two in a stall. [and n103: 'is built in bays of approximately fifteen feet in length']
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Coit" at Rushy Lee — combined dwelling + shippon, basilical, aisled	Rushy Lee, near Midhope, South Yorkshire	vernacular, extant 1898	external breadth	37 ft	ft	11.278	n104	70	measured	no	At Rushy Lee... is one of those numerous buildings known in Yorkshire as "coits"... The larger door, 6 ft. high and 4 ft. 8 in. wide, is the main entrance to the building... Its length is forty-four, and its breadth thirty-seven feet. Four cows stood between each pair of wooden pillars, two in a stall. [and n103: 'is built in bays of approximately fifteen feet in length']
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Coit" at Rushy Lee — combined dwelling + shippon, basilical, aisled	Rushy Lee, near Midhope, South Yorkshire	vernacular, extant 1898	main (shippon) door height	6 ft	ft	1.829	n104	70	measured	no	At Rushy Lee... is one of those numerous buildings known in Yorkshire as "coits"... The larger door, 6 ft. high and 4 ft. 8 in. wide, is the main entrance to the building... Its length is forty-four, and its breadth thirty-seven feet. Four cows stood between each pair of wooden pillars, two in a stall. [and n103: 'is built in bays of approximately fifteen feet in length']
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Coit" at Rushy Lee — combined dwelling + shippon, basilical, aisled	Rushy Lee, near Midhope, South Yorkshire	vernacular, extant 1898	main (shippon) door width	4 ft 8 in	ft in	1.422	n104	70	measured	no	At Rushy Lee... is one of those numerous buildings known in Yorkshire as "coits"... The larger door, 6 ft. high and 4 ft. 8 in. wide, is the main entrance to the building... Its length is forty-four, and its breadth thirty-seven feet. Four cows stood between each pair of wooden pillars, two in a stall. [and n103: 'is built in bays of approximately fifteen feet in length']
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Coit" at Rushy Lee — combined dwelling + shippon, basilical, aisled	Rushy Lee, near Midhope, South Yorkshire	vernacular, extant 1898	structural bay length	15 ft	ft (approximately)	4.572	n104	70	measured	no	At Rushy Lee... is one of those numerous buildings known in Yorkshire as "coits"... The larger door, 6 ft. high and 4 ft. 8 in. wide, is the main entrance to the building... Its length is forty-four, and its breadth thirty-seven feet. Four cows stood between each pair of wooden pillars, two in a stall. [and n103: 'is built in bays of approximately fifteen feet in length']
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — buttery (ground floor)	Padley, Derbyshire	medieval, ruin	internal plan dimension A (order as printed)	15 ft	ft	4.572	n171	137	measured	no	[buttery] measures 15 by 17 feet, and, measured up to the original beams of the floor, is 12 feet high. It contains one window, 2 ft. 7 in. by 2 ft. 5 in., looking into the quadrangle... Within the buttress, about two feet from the ground, is an opening 2 ft. 4 in. square, finished by dressed stones, which may have served for an ambry... surrounded on its outer sides by walls nearly three feet thick
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — buttery (ground floor)	Padley, Derbyshire	medieval, ruin	internal plan dimension B (order as printed)	17 ft	ft	5.182	n171	137	measured	no	[buttery] measures 15 by 17 feet, and, measured up to the original beams of the floor, is 12 feet high. It contains one window, 2 ft. 7 in. by 2 ft. 5 in., looking into the quadrangle... Within the buttress, about two feet from the ground, is an opening 2 ft. 4 in. square, finished by dressed stones, which may have served for an ambry... surrounded on its outer sides by walls nearly three feet thick
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — buttery (ground floor)	Padley, Derbyshire	medieval, ruin	internal height to original floor beams	12 ft	ft	3.658	n171	137	measured	no	[buttery] measures 15 by 17 feet, and, measured up to the original beams of the floor, is 12 feet high. It contains one window, 2 ft. 7 in. by 2 ft. 5 in., looking into the quadrangle... Within the buttress, about two feet from the ground, is an opening 2 ft. 4 in. square, finished by dressed stones, which may have served for an ambry... surrounded on its outer sides by walls nearly three feet thick
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — buttery (ground floor)	Padley, Derbyshire	medieval, ruin	window opening height	2 ft 7 in	ft in	0.787	n171	137	measured	no	[buttery] measures 15 by 17 feet, and, measured up to the original beams of the floor, is 12 feet high. It contains one window, 2 ft. 7 in. by 2 ft. 5 in., looking into the quadrangle... Within the buttress, about two feet from the ground, is an opening 2 ft. 4 in. square, finished by dressed stones, which may have served for an ambry... surrounded on its outer sides by walls nearly three feet thick
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — buttery (ground floor)	Padley, Derbyshire	medieval, ruin	window opening width	2 ft 5 in	ft in	0.737	n171	137	measured	no	[buttery] measures 15 by 17 feet, and, measured up to the original beams of the floor, is 12 feet high. It contains one window, 2 ft. 7 in. by 2 ft. 5 in., looking into the quadrangle... Within the buttress, about two feet from the ground, is an opening 2 ft. 4 in. square, finished by dressed stones, which may have served for an ambry... surrounded on its outer sides by walls nearly three feet thick
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — buttery (ground floor)	Padley, Derbyshire	medieval, ruin	ambry opening (square)	2 ft 4 in	ft in	0.711	n171	137	measured	no	[buttery] measures 15 by 17 feet, and, measured up to the original beams of the floor, is 12 feet high. It contains one window, 2 ft. 7 in. by 2 ft. 5 in., looking into the quadrangle... Within the buttress, about two feet from the ground, is an opening 2 ft. 4 in. square, finished by dressed stones, which may have served for an ambry... surrounded on its outer sides by walls nearly three feet thick
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — buttery (ground floor)	Padley, Derbyshire	medieval, ruin	ambry sill height above floor	2 ft	ft (about)	0.610	n171	137	measured	no	[buttery] measures 15 by 17 feet, and, measured up to the original beams of the floor, is 12 feet high. It contains one window, 2 ft. 7 in. by 2 ft. 5 in., looking into the quadrangle... Within the buttress, about two feet from the ground, is an opening 2 ft. 4 in. square, finished by dressed stones, which may have served for an ambry... surrounded on its outer sides by walls nearly three feet thick
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — buttery (ground floor)	Padley, Derbyshire	medieval, ruin	external wall thickness	3 ft	ft (nearly)	0.914	n171	137	measured	no	[buttery] measures 15 by 17 feet, and, measured up to the original beams of the floor, is 12 feet high. It contains one window, 2 ft. 7 in. by 2 ft. 5 in., looking into the quadrangle... Within the buttress, about two feet from the ground, is an opening 2 ft. 4 in. square, finished by dressed stones, which may have served for an ambry... surrounded on its outer sides by walls nearly three feet thick
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — hall (ground floor, chapel over)	Padley, Derbyshire	medieval, ruin	internal length	32 ft	ft	9.754	n174	140	measured	no	This room is 32 feet in length and 17 feet in breadth. Like the buttery it was 12 feet high. It has a square-headed window in each of its three outer walls. The largest window, which faces inwards, is 2 ft. 7 in. by 2 ft. 4 in. The two other windows are only 2 ft. 6 in. by 1 ft.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — hall (ground floor, chapel over)	Padley, Derbyshire	medieval, ruin	internal breadth	17 ft	ft	5.182	n174	140	measured	no	This room is 32 feet in length and 17 feet in breadth. Like the buttery it was 12 feet high. It has a square-headed window in each of its three outer walls. The largest window, which faces inwards, is 2 ft. 7 in. by 2 ft. 4 in. The two other windows are only 2 ft. 6 in. by 1 ft.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — hall (ground floor, chapel over)	Padley, Derbyshire	medieval, ruin	internal height	12 ft	ft	3.658	n174	140	measured	no	This room is 32 feet in length and 17 feet in breadth. Like the buttery it was 12 feet high. It has a square-headed window in each of its three outer walls. The largest window, which faces inwards, is 2 ft. 7 in. by 2 ft. 4 in. The two other windows are only 2 ft. 6 in. by 1 ft.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — hall (ground floor, chapel over)	Padley, Derbyshire	medieval, ruin	principal window height	2 ft 7 in	ft in	0.787	n174	140	measured	no	This room is 32 feet in length and 17 feet in breadth. Like the buttery it was 12 feet high. It has a square-headed window in each of its three outer walls. The largest window, which faces inwards, is 2 ft. 7 in. by 2 ft. 4 in. The two other windows are only 2 ft. 6 in. by 1 ft.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — hall (ground floor, chapel over)	Padley, Derbyshire	medieval, ruin	principal window width	2 ft 4 in	ft in	0.711	n174	140	measured	no	This room is 32 feet in length and 17 feet in breadth. Like the buttery it was 12 feet high. It has a square-headed window in each of its three outer walls. The largest window, which faces inwards, is 2 ft. 7 in. by 2 ft. 4 in. The two other windows are only 2 ft. 6 in. by 1 ft.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — hall (ground floor, chapel over)	Padley, Derbyshire	medieval, ruin	secondary window height	2 ft 6 in	ft in	0.762	n174	140	measured	no	This room is 32 feet in length and 17 feet in breadth. Like the buttery it was 12 feet high. It has a square-headed window in each of its three outer walls. The largest window, which faces inwards, is 2 ft. 7 in. by 2 ft. 4 in. The two other windows are only 2 ft. 6 in. by 1 ft.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Padley Hall — hall (ground floor, chapel over)	Padley, Derbyshire	medieval, ruin	secondary window width	1 ft	ft	0.305	n174	140	measured	no	This room is 32 feet in length and 17 feet in breadth. Like the buttery it was 12 feet high. It has a square-headed window in each of its three outer walls. The largest window, which faces inwards, is 2 ft. 7 in. by 2 ft. 4 in. The two other windows are only 2 ft. 6 in. by 1 ft.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Charney Bassett manor house — first-floor chapel	Charney Bassett, Berkshire	late XIIIc	internal length	12 ft 5 in	ft in	3.785	n180	146	measured	no	A house at Charney-Basset near Wantage, in Berkshire, has a hall and buttery on the ground-floor, with a chamber and chapel on the floor above them... the chapel, which is only 12 ft. 5 in. by 9 ft. 10 in., is over the buttery... The hall beneath the chamber is 30 feet by 16
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Charney Bassett manor house — first-floor chapel	Charney Bassett, Berkshire	late XIIIc	internal breadth	9 ft 10 in	ft in	2.997	n180	146	measured	no	A house at Charney-Basset near Wantage, in Berkshire, has a hall and buttery on the ground-floor, with a chamber and chapel on the floor above them... the chapel, which is only 12 ft. 5 in. by 9 ft. 10 in., is over the buttery... The hall beneath the chamber is 30 feet by 16
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Charney Bassett manor house — ground-floor hall	Charney Bassett, Berkshire	late XIIIc	internal length	30 ft	ft	9.144	n180	146	measured	no	A house at Charney-Basset near Wantage, in Berkshire, has a hall and buttery on the ground-floor, with a chamber and chapel on the floor above them... the chapel, which is only 12 ft. 5 in. by 9 ft. 10 in., is over the buttery... The hall beneath the chamber is 30 feet by 16
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Charney Bassett manor house — ground-floor hall	Charney Bassett, Berkshire	late XIIIc	internal breadth	16 ft	ft	4.877	n180	146	measured	no	A house at Charney-Basset near Wantage, in Berkshire, has a hall and buttery on the ground-floor, with a chamber and chapel on the floor above them... the chapel, which is only 12 ft. 5 in. by 9 ft. 10 in., is over the buttery... The hall beneath the chamber is 30 feet by 16
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — upper apartment / living room	Castleton, Derbyshire	XIIc, extant	internal length	22 ft	ft	6.706	n192	158	measured	no	The height of this room was 17 feet to the "square," and 27 feet to the ridge. The length is 22 feet, and the breadth 19 feet... This doorway, 4 ft. 9 in. wide, is surmounted on the outside by a relieving arch and tympanum. It is 8 ft. 6 in. above the present level of the ground outside.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — upper apartment / living room	Castleton, Derbyshire	XIIc, extant	internal breadth	19 ft	ft	5.791	n192	158	measured	no	The height of this room was 17 feet to the "square," and 27 feet to the ridge. The length is 22 feet, and the breadth 19 feet... This doorway, 4 ft. 9 in. wide, is surmounted on the outside by a relieving arch and tympanum. It is 8 ft. 6 in. above the present level of the ground outside.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — upper apartment / living room	Castleton, Derbyshire	XIIc, extant	height, floor to the "square" (wall-head)	17 ft	ft	5.182	n192	158	measured	no	The height of this room was 17 feet to the "square," and 27 feet to the ridge. The length is 22 feet, and the breadth 19 feet... This doorway, 4 ft. 9 in. wide, is surmounted on the outside by a relieving arch and tympanum. It is 8 ft. 6 in. above the present level of the ground outside.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — upper apartment / living room	Castleton, Derbyshire	XIIc, extant	height, floor to ridge	27 ft	ft	8.230	n192	158	measured	no	The height of this room was 17 feet to the "square," and 27 feet to the ridge. The length is 22 feet, and the breadth 19 feet... This doorway, 4 ft. 9 in. wide, is surmounted on the outside by a relieving arch and tympanum. It is 8 ft. 6 in. above the present level of the ground outside.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — upper apartment / living room	Castleton, Derbyshire	XIIc, extant	first-floor entrance doorway width	4 ft 9 in	ft in	1.448	n192	158	measured	no	The height of this room was 17 feet to the "square," and 27 feet to the ridge. The length is 22 feet, and the breadth 19 feet... This doorway, 4 ft. 9 in. wide, is surmounted on the outside by a relieving arch and tympanum. It is 8 ft. 6 in. above the present level of the ground outside.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — upper apartment / living room	Castleton, Derbyshire	XIIc, extant	entrance doorway sill height above external ground	8 ft 6 in	ft in	2.591	n192	158	measured	no	The height of this room was 17 feet to the "square," and 27 feet to the ridge. The length is 22 feet, and the breadth 19 feet... This doorway, 4 ft. 9 in. wide, is surmounted on the outside by a relieving arch and tympanum. It is 8 ft. 6 in. above the present level of the ground outside.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — basement / ground-floor store	Castleton, Derbyshire	XIIc, extant	height, highest internal ground to floor-ledges	12 ft	ft	3.658	n198	164	measured	no	The height of this room, measured from the highest part of the ground within to the ledges which supported the floor above, was 12 feet, and 17 feet measured from the lowest part of the ground.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — basement / ground-floor store	Castleton, Derbyshire	XIIc, extant	height, lowest internal ground to floor-ledges	17 ft	ft	5.182	n198	164	measured	no	The height of this room, measured from the highest part of the ground within to the ledges which supported the floor above, was 12 feet, and 17 feet measured from the lowest part of the ground.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — "sentry" aperture above the roof	Castleton, Derbyshire	XIIc, extant	aperture depth (through wall)	6 ft 5 in	ft in	1.956	n197	163	measured	no	It is about 6 ft. 5 in. in depth and 4 ft 1 in. in breadth. The narrow loop-hole at the outer end of the aperture has been crossed horizontally by two iron bars, one at the height of 4 ft 7 in. above the floor, and the other a little above the floor.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — "sentry" aperture above the roof	Castleton, Derbyshire	XIIc, extant	aperture breadth	4 ft 1 in	ft in	1.245	n197	163	measured	no	It is about 6 ft. 5 in. in depth and 4 ft 1 in. in breadth. The narrow loop-hole at the outer end of the aperture has been crossed horizontally by two iron bars, one at the height of 4 ft 7 in. above the floor, and the other a little above the floor.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Peak (Peveril) Castle keep — "sentry" aperture above the roof	Castleton, Derbyshire	XIIc, extant	upper iron bar height above aperture floor	4 ft 7 in	ft in	1.397	n197	163	measured	no	It is about 6 ft. 5 in. in depth and 4 ft 1 in. in breadth. The narrow loop-hole at the outer end of the aperture has been crossed horizontally by two iron bars, one at the height of 4 ft 7 in. above the floor, and the other a little above the floor.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	internal length	15 ft 3 in	ft in	4.648	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	internal width	10 ft	ft	3.048	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	doorway height	5 ft 10 in	ft in	1.778	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	doorway width at head (inclining jambs)	1 ft 11 in	ft in	0.584	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
