book	ia_id	plate	leaf	plate_title	subject	content_type	measured	status	page_image_url	note
viollet_dictionnaire	frwikisource	Maison	0	Hotel.Tremoille.png	Hotel de La Tremoille: facade of the main logis between the turret and the stair	elevation	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/d/d9/Hotel.Tremoille.png	fig. 37 | DRAWING: elevation | FACTORY: Records the asymmetry of display: rich court facade, plain garden facade, near-blind street wall. Useful ruleset for how much detail to spend on which face.
viollet_dictionnaire	frwikisource	Maison	0	Plan.hotel.Cluny.png	Hotel de Cluny, Paris, begun 1485 and carried on from 1490: ground-floor plan	plan	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/2/20/Plan.hotel.Cluny.png	fig. 38 | DRAWING: plan | SEEN: The rue des Mathurins-Saint-Jacques runs along the bottom right behind a crenellated boundary wall with the main door A and poterne A'; the wall carried a timber chemin de ronde on corbels, now destroyed and replaced by iron brackets. Concierge B; portico C giving into the ground-floor rooms H, also reached by the great stair F and a small door f; kitchen D with its perron and its own stair P having issues outside, into the kitchen floor and into hall H'; door g from the court straight into the kitchen; room I returning onto the garden with an angle stair R opening onto the garden, onto I and onto gallery L; K an open hall, a kind of covered preau under the chapel at the first floor; court E; the reused antique halls of the Thermes at M (probably the stables) and beyond O; gallery L formerly leading to latrines; a small stair S from I down into the preau K and up to the chapel. The great stair F ends in a platform reached by a small vis from the roof storey. The chapel has an absidiole corbelled out on the outer pier of the covered preau, and four rib vaults on one central column. | FACTORY: Stated levels: cellars, ground floor, first floor and a mansarded roof storey - the same as La Tremoille. Old floors of beams carrying joists still exposed, several original chimneys. The garden is stated as about 17 x 35 m, though scaling the drawn parterre gives roughly 15 x 27 m, so treat the drawn garden outline as indicative only.
viollet_dictionnaire	frwikisource	Maison	0	Hotel.Cluny.png	Hotel de Cluny: cavalier view taken from the entrance side	perspective	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/65/Hotel.Cluny.png	fig. 39 | DRAWING: perspective view | FACTORY: Second reference elevation for the Paris hotel type.
viollet_dictionnaire	frwikisource	Maison	0	Maison.medievale.Morvan.png	Old peasant house of the Morvan	perspective	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/d/d2/Maison.medievale.Morvan.png	fig. 40 | DRAWING: perspective view | SEEN: A mass of piled granite blocks. A very low ground floor used as cellar, store, hen-house or pigsty, entered by a low arched opening; the door raised one or two metres above the ground and reached by an external stone stair with a landing engaged in the wall thickness; small openings; a heavy roof covered in thin stone plates (laves in local speech) clearly drawn as overlapping slabs; chimney on the gable slope; a single room with its chimney per house. | FACTORY: Rural generator with an explicit growth rule: 'Chaque maison ne contient qu'une piece avec sa cheminee ; si l'on veut deux pieces, ce sont deux maisons qui se joignent par les pignons.' Extension happens by cell addition gable to gable, never by subdivision. No ornament at all; timbers barely squared; floor of beaten earth washed with granitic sand and clay.
viollet_dictionnaire	frwikisource	Maison	0	Maison.medievale.Nivernais.Bourgogne.png	Peasant house of the Nivernais / haute Bourgogne	perspective	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/b/b8/Maison.medievale.Nivernais.Bourgogne.png	fig. 41 | DRAWING: perspective view | FACTORY: A quality gradient for rural assets, keyed to region and to proximity to an abbey: same programme, better finish. The projecting joist-ends forming an auvent and framing into the rafters is a specific, modellable detail.
viollet_dictionnaire	frwikisource	Maison	0	Maison.medievale.Rougemont.png	Peasant houses in the village of Rougemont, between Montbard and Aisy, mostly early 13th c	perspective	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/a/a8/Maison.medievale.Rougemont.png	fig. 42 | DRAWING: perspective view | FACTORY: Dating/quality rule with a stated cause: monastic patronage raises rural building quality and pushes it into masonry. Also gives a rural street form - gables to the road, doors all on the same side, from the equal division of boels.
viollet_dictionnaire	frwikisource	Maison	0	Maison.medievale.Eure.png	Weakened survival of the Norman timber tradition still to be seen in the countryside of the Eure	perspective	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/25/Maison.medievale.Eure.png	fig. 43 | DRAWING: perspective view | FACTORY: The one French case that matches the English open hall: single tall room, central hearth, timber smoke flue, no upper floor. Note it is RURAL Normandy, not urban France. Decorated ridge poincons plus a carved crest board is a strong silhouette asset.
viollet_dictionnaire	frwikisource	Maison	0	Maison.medievale.Vosges.png	Peasant house of the Vosges, near Gerardmer and Retournemer: plan and view	perspective	yes	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/2/27/Maison.medievale.Vosges.png	fig. 43bis | DRAWING: plan + perspective | SEEN: Plan A at ground level: entrance hall B, from which one passes either into the great room C or into the back room D which holds the only stair up to the roof storey. It is in C, lit from both ends, that the whole household gathers for meals and the evening, and where food is prepared. Verified in the view: low broad log-built (empilage) walls on a stone plinth; the roof covered in thin slabs and weighted down with loose stones, with long poles laid over it; the log courses visible in the gable; the windows all in the gable frames; a masonry chimney through the roof. Scaled off the vertical 10 m bar: about 15 m long x 10 m deep. | FACTORY: Stated numbers: three rooms on the ground and four under the roof; a plinth of large sandstone blocks about 1.00 m high; the great chimney with jambs, fireback, hood and flue in masonry is, with the socles, the ONLY non-timber part; covering of tiles or schistose sandstone, loaded with stones. A pan de bois runs down the middle of the length carrying the tops of the rafters, and it and the two lateral frames oversail both gables in corbelling to form pronounced auvents; a joisted floor bears on those three parallel frames; light comes only through the gable frames. That is a complete, closed generator spec.
viollet_dictionnaire	frwikisource	Maison	0	Maison.medievale.Toulouse.png	Rural house of the plains of Toulouse / Ariege / Aude near Limoux, relatively old, i.e. 15th c	perspective	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/e/e8/Maison.medievale.Toulouse.png	fig. 44 | DRAWING: perspective view | FACTORY: The Mediterranean rural type: shallow, wide, oriented, with an attached open lean-to. Orientation is stated as a design input, unlike the northern types.
viollet_dictionnaire	frwikisource	Maison	0	Maison.medievale.mediterranee.png	Fortified rural house known as the Maison du brigand at Le Cannet near Cannes, half-way up the slope about 4 km from the sea	perspective	yes	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/6a/Maison.medievale.mediterranee.png	fig. 45 | DRAWING: perspective view | FACTORY: Isolated defensible farmstead: vertical circulation by ladder and trap only, no ground-floor door, hopper machicolations. Viollet says these were more likely pirates' than farmers' houses. Similar ones survive in Corsica.
viollet_dictionnaire	frwikisource	Maison	0	Maison.medievale.Bordeaux.png	Fortified rural house near Bordeaux, formerly surrounded by a water-filled ditch	perspective	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/c/ca/Maison.medievale.Bordeaux.png	fig. 46 | DRAWING: perspective view | FACTORY: Viollet suspects these date from the English domination in Guienne and compares Wenham Hall in Suffolk, a small brick house of the end of the 13th c on the same system: a parallelogram with a spiral stair in a corner turret, raised entrance, steps engaged in the wall. A direct Anglo-French comparison, and a ready tower-farm asset: one room per floor, chimney each, trap to cellar, corner vis.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Schema.calcul.voute.XVIe.siecle.png	The 16th-century geometrical rule for the thickness of an abutment, shown for three arch forms (near-semicircular, moderately pointed, sharply pointed)	diagram	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/0/09/Schema.calcul.voute.XVIe.siecle.png	fig. 32 bis | DRAWING: Construction / geometric diagram | SEEN: Three stacked panels, identical construction each time. Springing line A-B; the arch curve is divided into three equal parts giving D (upper left) and C (upper right); a dashed circle arc is swung from centre B with radius = chord BC; the chord C-B is produced downward-right to meet that arc at E; a vertical through E gives the outer face G, a vertical through B the inner face H; the pier thickness is the horizontal distance GH. Measured off the plate the ratio thickness/span falls as the arch sharpens: roughly 0.23, 0.19, 0.175 of the span for panels 1, 2, 3. For a TRUE semicircle the construction closes exactly at thickness = R/2 = span/4 (E lands at x=1.5R, y=-0.866R), and the measured 0.23 for panel 1 is consistent with a slightly pointed drawn arch. | FACTORY: Directly implementable: buttress_depth = f(arch_form). Semicircle -> span/4. Two-centred -> less, scaling with sharpness. Note Viollet's own validity limit: only for piers of equal height not exceeding 1.5x the arch base.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Schema.poussee.voute.romane.png	Roman semicircular barrel vault: pressure curve AB, thrust BC, wall height FD, required thickness CD, and the 'useless' triangle of masonry EDF	section	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/0/0a/Schema.poussee.voute.romane.png	fig. 33 | DRAWING: Coupe (section) / thrust diagram | FACTORY: Gives the Gothic-vs-Roman wall-mass argument as a shape subtraction: the Roman wall contains a triangle of stone the thrust line never uses.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Schema.nef.gothique.png	Half-section of a three-aisled Gothic nave, with the plan diagram of thrust resolution inset at lower left	plan+section	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/5/5d/Schema.nef.gothique.png	fig. 34 | DRAWING: Coupe (section) + plan diagram | SEEN: Lower left inset: three oblique thrusts BA, CA, DA meeting at A and resolving in plan into AE. In section: springing G, a freehand dotted thrust line G-H descending through the springer T, past the corbelled capital M at O and the capital at I, reaching the floor at H, clearly OUTBOARD of the axis P of the lower monocylindrical column. K = the flying buttress springing from the buttress head R. L = the aisle vault, its thrust bearing on column P. R-S = the superimposed vertical load. The corbelled capitals visibly step OUTWARD going up so their projection follows the direction GH. | FACTORY: Assembly rule: the pier is a stack of corbelled (en decharge) capitals whose successive offsets track a straight oblique line from vault springing to floor; the offset per storey is the parameter. Flag: the thrust line is drawn by eye, never computed.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Detail.plan.abside.eglise.Notre.Dame.du.Port.png	Plan slice of the apse and ambulatory of Notre-Dame-du-Port, Clermont: how a groin is obtained on a radial (trapezoidal) bay by stilting the narrower arch	plan	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/5/53/Detail.plan.abside.eglise.Notre.Dame.du.Port.png	fig. 36 | DRAWING: Detail plan | SEEN: The annular barrel CC' over the ambulatory; a wide half-cylinder A penetrating it over the outer opening HF, and a narrower one B over the inner opening EG. Their penetrations give the crossed plan lines EF and GH. Because the portico is on a circular plan, HF > EG; a semicircle on EG would crown far below the one on HF and would give no groin at all, only a small cylinder piercing a large one. The fix drawn here: the arch on EG is STILTED, shown by the rabattement IKM taking a rise NM equal to the rise OP of the wide arch, so both crowns M and P land on one horizontal line - which in turn fixes the rise of the annular barrel CC'. Four columns R, S, T, V with their tailloirs at one level. | FACTORY: Radial-bay generator rule: given two unequal spans that must crown level, stilt the narrower arch by (rise_wide - semicircular_rise_narrow) rather than changing its radius. Directly parameterisable.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Colonne.cathedrale.Langres.png	Springing of the ambulatory vaults on a monocylindrical column, choir of Langres cathedral: the wedge-shaped tailloir and the three superposed springers	perspective	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/4/4e/Colonne.cathedrale.Langres.png	fig. 37 | DRAWING: Perspective + plan inset | SEEN: Monocylindrical shaft with a quasi-Roman Corinthian capital. Plan inset X: the tailloir has two NON-PARALLEL sides forming a wedge (coin), so the intrados of the archivoltes A stays a true portion of a cylinder rather than a warped surface; on the ambulatory side the tailloir plan is a broken line to give a projecting seat to the arc doubleau B. Above the tailloir a corbelled projection C. THREE springers one above the other: the first two E and F have horizontal beds, the third G carries the cuts normal to the rib curves. The arc ogive D barely clears the mass and has to be embedded between the voussoirs of the archivoltes and doubleaux; the second arch I is thrown above the ogive, once the ogive has cleared the springers, to double the archivolte A because the wall over it is thick and carries a cul-de-four. Web courses in the ramping cells run roughly parallel to the wall arch. | FACTORY: Two hard rules: (1) wedge-shaped abacus keeps rib intrados cylindrical on radial plans, at the cost of an ugly capital that is sharper on the ambulatory side; (2) springer stack = N courses with horizontal beds then one with radial cuts. Both are cheap to parameterise.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Voute.cathedrale.Langres.png	Section of the ramping ambulatory vault at Langres: the inclined ridge line, the roof slope A, the gallery B	section	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/9/96/Voute.cathedrale.Langres.png	fig. 39 | DRAWING: Coupe (section) | FACTORY: Ramping-vault generator: crown line is a straight incline between two unequal crowns; the roof slope and gallery floor are consequences, not independent choices.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Calcul.poussee.voute.png	Method 1, USING the thrust: monolithic corbel stones tailed into the buttress, set on the thrust line itself, so the oblique load is drawn off along its own direction	section	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/a/ab/Calcul.poussee.voute.png	fig. 40 | DRAWING: Coupe (section) / construction diagram | SEEN: Section with a human figure at lower left for scale (~1.7 m, making the drawn section roughly 13-14 m tall). The high vault springs at A on a bundle of en-delit shafts standing on pier X. A dotted straight thrust line runs from A down to B, leaving the line of the pier and passing INTO the buttress mass, reaching the ground at B well outboard of E, the axis of the lower shaft. Two large single stones C and D are corbelled out at exactly the level where that line crosses the pier, and are tailed (engagees a la queue) into the buttress behind, so the oblique load is delivered straight into the buttress instead of into the shaft below. Below them the pier continues as a slender shaft down to E, carrying no oblique load at all. Flying buttress G lands on the pier head. Buttress wall at the right with a water-spout. | FACTORY: A distinctive assembly pattern worth generating: a slender lower shaft that does NOT continue the load path, interrupted by two monolithic corbel stones that hand the thrust sideways into the buttress. Note Viollet's claim that this is STRONGER than a full pier under the springer - a bending-resistance claim about a single stone, which should be flagged rather than repeated.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Calcul.poussee.voute.2.png	Method 2, the 'methode preventive': oppose thrust AB with a weaker opposite thrust CD and load the two springings with a weight E, converting both obliques into a vertical	diagram	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/5/58/Calcul.poussee.voute.2.png	fig. 40 bis | DRAWING: Construction diagram | FACTORY: Two-mode buttressing model for a generator: OPPOSE (flyer) vs PREVENT (asymmetric spans + superimposed dead load). Choose per storey.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Plan.travee.abside.Notre.Dame.Chalons.png	Plan of one apse bay of Notre-Dame de Chalons-sur-Marne at four levels: A ground, B vaulted first-floor gallery, C triforium, D vault springings	plan	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/64/Plan.travee.abside.Notre.Dame.Chalons.png	fig. 41 | DRAWING: Plan (4 levels) | FACTORY: Two reusable tricks: (1) insert extra columns to convert trapezoids into parallelograms; (2) polygonal inside / circular outside, so wall arcs are straight in plan while the envelope stays round.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Collateral.Notre.Dame.Chalons.png	Perspective of the Chalons ambulatory with a chapel entrance; single isolated capital receiving all the ribs	perspective	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/a/a9/Collateral.Notre.Dame.Chalons.png	fig. 42 | DRAWING: Perspective | FACTORY: Threshold rule: below a certain abacus area you must switch from side-by-side voussoirs to one interpenetrated springer stone.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Coupe.collateral.Notre.Dame.Chalons.png	Section through the choir of Notre-Dame de Chalons-sur-Marne on line MN: aisle, vaulted gallery, triforium, clerestory, two tiers of flyers	section	yes	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/e/ee/Coupe.collateral.Notre.Dame.Chalons.png	fig. 43 | DRAWING: Coupe (section) + detail U | SEEN: Monocylindrical column A; aisle archivolte and vault springing B; RAMPING gallery vault G whose formeret C, being wider at the base than the archivolte D, crowns higher and so opens large windows; triforium E; roof F over the gallery. Monolithic shafts set EN DELIT (against the natural bed) around a coursed core - shaft H at aisle level, engaged column I at gallery level, column V standing on the outer triforium wall 'comme une forte chandelle de charpente'. Lower flyer L carrying the gallery vault thrust out to a remote abutment; upper flyer S springing not from the wall face M but ADVANCED to O, giving a deep abutment O-P; extra load R on the abutment; arch Q thrown under the springer T which acts as a lintel in the triforium. Pier X is corbelled OUT over the lower column Y. Detail U: the flyer voussoirs pass toward the arch centre above column V as if it did not exist, and a simple stone wedge (cale a) fills the angle between the abacus and the voussoirs. Scale bar at lower left: 5 m in five 1 m graduations. | FACTORY: The most implementable elevation in the article. Also the plate to measure from: in the 602x1036 Commons PNG the 5 m bar spans about 195 px, i.e. ~39 px/m (cross-checked against the two human figures at ~1.65 m). From that the column A shaft reads ~1.0 m diameter and ground-to-abacus ~3.7 m, vault springing ~14.5 m - measured from the plate, +/-10%, NOT from the text. | VERIFICATION: re-opened. Detail U, the stone wedge a between abacus and voussoirs, flyers L and S, column V on the triforium wall, pier X corbelled over Y, the 5 m bar and the two human figures are all present as described. But the anticipated-settlement INTENT read into them is Viollet's conjecture and he concedes 'trop subtil' - model the geometry, discard the mechanism.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Detail.plan.sanctuaire.cathedrale.Paris.png	Plan of the circular part of the choir of Notre-Dame de Paris (c.1165) with its double ambulatory; inset X = axonometric of a triangular vault cell	perspective	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/c/cd/Detail.plan.sanctuaire.cathedrale.Paris.png	fig. 44 | DRAWING: Detail plan + axonometric inset | SEEN: Quarter/half plan. The hemicycle stands on SIX piers, the second ring has ELEVEN, the third FOURTEEN. Result: the archivoltes AB, BC and the doubleaux DE, EF, GH, HI, IP are all planted on nearly equal diameters, so all crowns reach one level. The ambulatory cells are TRIANGULAR in plan and each is covered on a SINGLE diagonal rib (BE, EC, FI, IE, EH, HD) - no crossed pair. Heavy buttresses K, L, M (drawn solid black, deep) alternate with lighter intermediate ones O, R, S. Inset X shows one triangular cell in axonometric with its web hatched. | FACTORY: Direct generator recipe for a double ambulatory: pier counts 6 : 11 : 14; alternate heavy/light buttresses; triangular cells with one diagonal each; the extrados carries a walkable floor falling outward. Main thrusts and loads go to KLM, secondary to ORS.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Detail.plan.sanctuaire.Saint.Leu.Esserent.png	Plan of the Saint-Leu-d'Esserent hemicycle: four monostyle columns, two stout and two slender	plan	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/1/10/Detail.plan.sanctuaire.Saint.Leu.Esserent.png	fig. 45 | DRAWING: Detail plan | FACTORY: Two real column diameters with a date and a building.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Sanctuaire.eglise.Saint.Leu.Esserent.png	Perspective of two circular-plan bays at Saint-Leu-d'Esserent carried on the 0.50 m columns	perspective	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/e/ee/Sanctuaire.eglise.Saint.Leu.Esserent.png	fig. 45 bis | DRAWING: Perspective | FACTORY: Extreme-slenderness datum: 0.50 m shaft under a full clerestory, stabilised by vertical load plus circular plan. Good as an upper-bound stress test for a pier generator.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Base.colonne.gothique.png	The naive early springing: the first voussoirs of doubleau, two ogives and two formeret shafts simply arranged side by side on a broad abacus	perspective	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/e/ed/Base.colonne.gothique.png	fig. 46 | DRAWING: Perspective + detail B | SEEN: Axonometric of an abacus carrying, jigsaw-fashion, the separate moulded first voussoirs of several arches; their tails (queues) are visibly CLIPPED (ecornees) at A so they can sit beside each other and stay within their bed. At the right, the round base of the formeret shaft sits FLUSH with the abacus edge. Detail B (left) shows the setting-out: the front of the voussoirs/springers is always plumb with the upper square of the capital's corbeille; the square of the formeret shaft base is set flush with the abacus so the shaft face comes plumb with the corbeille square. | FACTORY: Two hard plumb-line rules for the springing, and the failure mode of the method: needs a wide seat and a very splayed capital; gives crushable springers with no cohesion; and diffuses the thrust so no single resultant can be located.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Plans.claveaux.divers.png	Rib voussoir sections: on edge vs flat, and the evolution of the profile envelope	plan+section	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/7/7e/Plans.claveaux.divers.png	fig. 47 | DRAWING: Plan/section of voussoirs | SEEN: A = a voussoir set on edge (tall, narrow); B = the same cross-sectional area laid flat (wide, shallow) - A resists pressure far better. C = the mid-12th-century square envelope with mouldings inscribed, drawn as a full square. D/E-F-G = the later ogive section: narrower from E to F, keeping depth to G, its outer arris only a blunt edge or a plain roll (boudin) at G so the skew springing on the abacus no longer produces warped surfaces. H/L-I-M-K = the later doubleau section: great depth on edge from I to K, with enough flat width L to M to resist torsion, torsion being already restrained by the web. | FACTORY: Rib profile generator: bounding box parameterised as (width, depth) with depth dominant; width shrinks over time while depth is kept; outer arris blunted to ease skew springings. Section side lengths given in the text: 0.22 / 0.33 / 0.50 m.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	PSEUDO-ENTRY (no separate Commons file identified)	Why springers must have horizontal beds: an upper pier B standing over a vault C, with and without a tas-de-charge	diagram	no	FIGURE		fig. 46 bis | DRAWING: Construction diagram | FACTORY: A load-path constraint that DERIVES the tas-de-charge: the vertical footprint of everything standing above the springing must land on a horizontal bed.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Schema.arcs.ogives.barlongs.png	Setting out the arches of an oblong (barlong) bay: give the ogive and the doubleau the SAME radius	diagram	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/a/a8/Schema.arcs.ogives.barlongs.png	fig. 48 | DRAWING: Construction diagram | SEEN: Rectangle with A top-left, E top-right, C bottom-right, D at the centre. The rabatted diagonal AC is the full semicircle A-B-E (a plein cintre on the diagonal, radius AD = half the diagonal). For the doubleau on AE: carry AD along AE to get F, strike arc AG from F with radius FA = AD; carry AF from E to F' and strike EG from F'. The doubleau is therefore a two-centred (tiers-point) arch of the SAME radius as the diagonal, its crown G reaching close to the diagonal crown. | FACTORY: One-line generator rule: R_doubleau = R_ogive = 0.5 * bay diagonal, two centres offset from each springing by that same radius. Yields identical voussoir cuts for both ribs and near-level crowns without any trial and error.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Schema.arcs.ogives.barlongs.2.png	The full epure for the springer of a barlong bay: how the abacus plan is DERIVED from the springer bed, not chosen	epure	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/e/ef/Schema.arcs.ogives.barlongs.2.png	fig. 48 bis | DRAWING: Epure (setting-out drawing), plan + rabatted elevations | SEEN: Right: A is set on the wall face; AD along the doubleau directrix equals the thickness of the doubleau voussoir and becomes the radius of the semicircle D'DD'; the doubleau section is drawn on plan; two parallels EF are drawn to the ogive directrices AC at a spacing equal to the ogive voussoir width, giving the ogives in plan; the points G where the ogive axes meet the semicircle D'DD' are taken as the ogive intrados. That contour IS the lower bed of the first springer. Only THEN is the abacus drawn - either square-return I-K-L or star-shaped I'-K'-L'. The leftover gaps H receive the formeret shafts. A single capital and a single column M can stand under it, the capital being a corbelled console throwing three baskets out of one astragal. Upper: the rabatted doubleau on NO and ogive on AC; P is where they cease to interpenetrate in plan; perpendiculars PP' and PP' give Q on the doubleau extrados, which is the level of the LAST springer bed; PQ is divided into courses (three shown: R, S, T and R', S', T'); at Q the first radial cut QV is drawn, above which voussoirs U are independent. Because the ogive is thinner than the doubleau, a small horizontal ledge remains behind its extrados at Q', useful for starting the web. Left: the bed contours a, b, c, e transferred to plan for the setter-out, with the inclined cuts d. | FACTORY: The single most valuable figure for a rib-springing generator. Ordered algorithm: (1) wall face point A; (2) doubleau voussoir thickness -> radius of the bundling circle; (3) ogive voussoir width -> parallel pair; (4) intersect -> springer bed outline; (5) abacus = offset of that outline (square or star variant); (6) leftover gaps -> formeret shafts; (7) find the plan point P where the ribs separate, project to Q on the extrados, divide PQ by bank height into N horizontal beds; (8) radial cuts above Q. Tightening the ogive axes toward A (sometimes meeting AT A) is the knob for a tighter bundle.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Sommier.arc.ogive.barlong.png	The three superposed moulded springers of fig. 48 bis seen in perspective, plus the first free voussoirs	perspective	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/6/61/Sommier.arc.ogive.barlong.png	fig. 48 ter | DRAWING: Perspective / detail | SEEN: Three stacked springer blocks A, B, C on a foliate capital with an octagonal abacus. Each is one stone whose top bed carries the horizontally sliced, interpenetrating mouldings of all the ribs; the profiles are visibly MORE SEPARATED on each successive bed. C carries the cuts normal to the rib curves. Above, detached: D = a doubleau voussoir, D' = an ogive voussoir, henceforth identical to one another all the way to the keystone. | FACTORY: Confirms the assembly order and gives the visual law: the rib profiles emerge progressively out of a solid mass. A generator should compute, per bed height, the boolean union of the rib profiles swept to that level - the union is one blob at the bottom and N separate profiles at the top. | VERIFICATION: confirmed - three stacked one-piece springers A, B, C on a foliate capital, rib profiles progressively more separated on each higher bed, free voussoirs D (doubleau) and D' (ogive) detached above. Supports the 'abacus is DERIVED' claim, incl. Viollet's own parenthesis '(seulement alors)'.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Schema.arcs.ogives.differentes.hauteurs.png	Vaulting an irregular hall: one row of piers, a wide bay A-B and a narrow one between pier B and wall CD, with all crowns stepping down imperceptibly	plan	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/2a/Schema.arcs.ogives.differentes.hauteurs.png	fig. 49 | DRAWING: Plan + rabatted arches | FACTORY: Explicit aesthetic constraint that becomes a generator constraint: crown heights across adjacent unequal bays must form a monotone, near-continuous sequence; permitted knobs are stilting the springing and pushing the diagonal slightly above semicircular.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Sommiers.arcs.ogives.differentes.hauteurs.png	Four superposed springers on one column where the arches spring at different heights: springer courses carrying 1, 2, 0 and 5 rib cuts	perspective	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/f/fc/Sommiers.arcs.ogives.differentes.hauteurs.png	fig. 49 bis | DRAWING: Perspective / detail | SEEN: Monocylindrical column, foliate capital, octagonal abacus, then FOUR springer courses. A = first springer, carrying the cut of ONE arch (doubleau EF). B = second, with the two cuts of the ogives EI. C = third, its upper bed COMPLETELY HORIZONTAL with no cuts at all. D = fourth, carrying the cuts of FIVE arches (two doubleaux PN, two ogives KL and the doubleau from pier A to pier B). Marked R on several courses: the RENFORTS - nibs of stone left in the springer courses behind the free voussoirs to receive the moellon web. | FACTORY: Proves the springer stack is a per-course table, not a uniform extrusion: course -> set of rib footprints (possibly empty). Plus the renfort: every springer course needs a web-bearing nib behind each freed rib. Both are cheap to encode.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Schema.arc.ogive.salle.irreguliere.png	Vaulting an irregular quadrilateral with windows at very different heights - the fully parameterised case	perspective	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/8/84/Schema.arc.ogive.salle.irreguliere.png	fig. 49 ter | DRAWING: Axonometric + plan | SEEN: Irregular quadrilateral ABCD (A top-left, D right, B left, C bottom). The midpoints of the four sides are joined by GH and IK; their intersection F is the plan projection of the ogive crown. A vertical FE is raised and the crown level L chosen on it. The four ogives are then drawn as CIRCLE PORTIONS AL, BL, CL, DL, whose plan projections are AF, BF, CF, DF. The tall pointed formeret at the left is the 10 m window on face AB; a low semicircular formeret springing from the FLOOR ITSELF is drawn on the 8 m face CD. The dotted lines MN, OP, QR, ST are the ridge lines of the four web cells; the central keystone is assumed already placed. | FACTORY: The cleanest generator contract in the article: inputs = arbitrary convex quadrilateral + one crown height + per-face formeret crown heights; construction = midpoint lines to find the crown in plan, then one circular arc from each corner to the crown. Everything else (ridges, web) follows.
