slot,what,url,rejection_reason
07_sideboard,"Art Institute of Chicago 1982.1113, ""Sideboard"", Herter Brothers, 1876–80, oak with white pine; ""230 × 213.4 × 73.7 cm (91 1/2 × 84 × 29 in.)""; is_public_domain true; a documented ",,"Only 1 view; gate requires 3+. alt_image_ids is an empty array. This was the single most on-brief object found for the slot — a Herter Brothers MODERN GOTHIC SIDEBOARD, the exact form and the exact firm — and it dies on a one-photograph record."
07_sideboard,"Art Institute of Chicago 2005.51, ""Sideboard"", Daniel Pabst, 1868–80, walnut and burled elm; ""256.5 × 185.4 × 62.2 cm (101 × 73 × 24 1/2 in.)""; is_public_domain true. Philadelphia ",,Only 1 view; gate requires 3+. alt_image_ids empty.
07_sideboard,"Art Institute of Chicago 2005.529, ""Sideboard"", designed by E. W. Godwin, made by William Watt, designed 1867 made c. 1876, ebonized mahogany with glass and silvered brass; ""181.6 ",,Only 1 view; gate requires 3+. alt_image_ids empty.
07_sideboard,"Art Institute of Chicago 1995.245, ""Sideboard"", Alexander Roux, 1850–57, is_public_domain true.",,Only 1 view; gate requires 3+ (alt_image_ids empty). Also pre-dates the target window.
07_sideboard,"Metropolitan Museum of Art 2014.530.2 (objectID 20608), ""Cabinet"", Herter Brothers, 1879–82, ""Cherry, brass, and later silk textiles""; ""76 7/8 x 60 x 12 in. (195.3 x 152.4 x 30.5 c",,Only 2 views (1 primaryImage + 1 additionalImage); gate requires 3+. Verified by reading the raw API JSON in the Browser pane.
07_sideboard,"Metropolitan Museum of Art 1999.79 (objectID 16576), ""Cabinet"", Attributed to Herter Brothers, ca. 1883, ""Maple, with painted and gilded surface, bevelled glass, silk velvet, brass",,"Not rejected on a gate — it PASSES. Excluded because it is the object the slot brief already names as filled (""Herter tier has Met Cabinet 1999.79 (10 views); find a SECOND""). Listed here so the ID mapping is on the record: 1999.79 = Met objectID 16576, and its 10 views are 1 primaryImage + 9 additi"
07_sideboard,"Philadelphia Museum of Art F1938-1-80, ""Cabinet"", Pabst, Daniel, 1868-1870, ""Walnut, walnut veneer, burl veneer, maple veneer, yellow poplar, white pine; glass""; ""42 x 45 1/4 x 19 ",,"Only 2 views (PrimaryView + 1 SecondaryView, per the embedded record payload); gate requires 3+."
07_sideboard,"Cleveland Museum of Art 1985.72, ""Sideboard"", Joseph Alexis Bailly (American, 1825–1883), c. 1855, CC0.",,"Only 2 views (images dict + 1 alternate_image); gate requires 3+. Also c. 1855, outside the movement window."
07_sideboard,"Cleveland Museum of Art 2000.72.1, ""Sideboard"", Duncan Phyfe and Son, c. 1840, CC0.",,"Only 1 view (alternate_images empty); gate requires 3+. Also c. 1840, wrong period for this slot."
07_sideboard,"Cleveland Museum of Art 2003.4.2, ""Sideboard from 'The Kem Weber Group'"", Kem Weber, 1928–1929.",,"Image rights not open access — share_license_status is ""Copyrighted"", and only 1 view. Fails two gates. Also 1928, wrong period."
07_sideboard,"Cleveland Museum of Art — the whole institution, searched for a Herter or Aesthetic-Movement sideboard/cabinet to sit beside the accepted baseline 1982.5.",,"No such object exists to reject-or-accept. The Cleveland API returns 5 hits for ""Herter"" and none is a sideboard or cabinet: 1997.58 Fire Screen (2 views), 1982.5 Chair (the baseline, 3 views), 1987.53 Center Table (1 view), 1984.39 Center Table by the Gustave Herter Firm (5 views), 1998.19 Center T"
07_sideboard,Metropolitan Museum of Art — a systematic sweep of the American Wing for a second Herter case piece beyond 9724 and 20608.,,"Not completed, and I will not pretend otherwise. collectionapi.metmuseum.org began returning HTTP 403 (Incapsula) and www.metmuseum.org HTTP 429 (Vercel checkpoint) partway through this task and stayed blocked to curl and WebFetch for the rest of it. A 45-object detail sweep returned nothing but blo"
08_wardrobe,"Metropolitan Museum of Art, 2014.530.2, ""Cabinet"", Herter Brothers, 1879–82, 76 7/8 x 60 x 12 in. (195.3 x 152.4 x 30.5 cm) — Met object 20608",https://www.metmuseum.org/art/collection/search/20608,only 2 views (gate requires 3+). Verified via museum_api.M.met(20608): view_count 2.
08_wardrobe,"Metropolitan Museum of Art, 1999.79, ""Cabinet"", Herter Brothers, ca. 1883, 64 1/2 x 71 x 14 1/2 in. (163.8 x 180.3 x 36.8 cm) — Met object 16576",https://www.metmuseum.org/art/collection/search/16576,"wrong form for this slot: at 36.8 cm deep and wider (180.3 cm) than it is tall (163.8 cm) it is a shallow wide display cabinet, not a vertical wardrobe/tall cupboard with major interior or climbing volume. (It does have 10 views and is public domain — a good candidate for a different slot.)"
08_wardrobe,"Metropolitan Museum of Art, 2002.396.1a–e, ""Cabinet"", Herter Brothers, ca. 1883, 64 1/2 x 54 3/8 x 14 1/4 in. (163.8 x 138.1 x 36.2 cm) — Met object 17491",https://www.metmuseum.org/art/collection/search/17491,"0 views returned (no primary image, no additional images) and isPublicDomain false — fails both the 3-view gate and open-access image rights."
08_wardrobe,"Metropolitan Museum of Art, 1985.116, ""Cabinet"", Daniel Pabst, ca. 1873–76, 96 x 42 x 20 in. (243.8 x 106.7 x 50.8 cm) — Met object 1083. The Modern Gothic exhibition cabinet, Tier",https://www.metmuseum.org/art/collection/search/1083,"only 1 view (gate requires 3+). Verified via museum_api.M.met(1083): view_count 1. No side, rear, underside or interior view exists in the open record."
08_wardrobe,"Metropolitan Museum of Art, 1981.211, ""Hanging Key Cabinet"", Kimbel and Cabus, ca. 1874, 41 3/4 x 12 7/8 x 5 1/2 in. (106 x 32.7 x 14 cm) — Met object 4255",https://www.metmuseum.org/art/collection/search/4255,wrong form: a wall-hung key cabinet 14 cm deep. No interior/climbing volume; does not test the wardrobe slot. (Passes the 3-view gate with 4 views.)
08_wardrobe,"Metropolitan Museum of Art, 2001.67, ""Side Chair"", Kimbel and Cabus, ca. 1875 — Met object 16902",https://www.metmuseum.org/art/collection/search/16902,"wrong form (chair, not a wardrobe) AND only 1 view. Checked only to confirm the Met's Kimbel & Cabus holdings contain no tall cupboard."
08_wardrobe,"Victoria and Albert Museum, W.8:1 to 7-2018, ""Wardrobe"", Christopher Dresser, ca.1876, ebonised softwood (probably pine) with painted and gilded stencilled decoration, from the Bus",https://collections.vam.ac.uk/item/O1317614/wardrobe-dresser-christopher/,"NO PUBLISHED OVERALL MEASUREMENTS. The V&A publishes only per-part dimensions and the set is incomplete: ""Part 1, excluding blocks above and below height: 181cm""; ""Part 1, including blocks above and below height: 184cm""; ""Part 1, excluding hinge width: 56cm""; ""Part 1, including hinge width: 56.4cm ("
08_wardrobe,"Cleveland Museum of Art, 1966.372, ""Wardrobe (Kast)"", Netherlands 16th century, c. 1580–1600, oak, Overall: 170.8 x 193 x 89 cm (67 1/4 x 76 x 35 1/16 in.), CC0",https://clevelandart.org/art/1966.372,"only 1 view; museum_api.gate returned [""only 1 view(s); gate requires 3+""]."
08_wardrobe,"Yale University Art Gallery, 1930.2271, ""Cupboard"", Unknown, 1670–1700, 56 5/8 × 43 5/16 × 23 1/16 in. (143.8 × 110 × 58.5 cm), Mabel Brady Garvan Collection, rights ""No Copyright ",https://artgallery.yale.edu/collections/objects/40770,could not verify 3+ materially different views — the object page presents one primary image and routes any further views through an embedded IIIF Mirador viewer whose contents are not countable from the page; direct curl of the page and of the guessed IIIF manifest returned HTTP 403 and 404. Seconda
08_wardrobe,"Brooklyn Museum — the two strongest Tier 1/Tier 2 leads outside the Met: Herter Brothers ""Cabinet"" (reported accession 76.63a-f, object 1557) and the Kimbel and Cabus ""Cabinet-Secr",https://www.brooklynmuseum.org/opencollection/objects/1557,"could not verify ANY field — brooklynmuseum.org returned HTTP 403 to WebFetch and HTTP 429 to every direct request across the whole task (the served body was an empty Astro shell with no object data). No accession, dimension, view count or rights statement from Brooklyn is asserted anywhere in this "
08_wardrobe,"Art Institute of Chicago, 2000.133, ""Swing-Line Child's Wardrobe"", Henry Peter Glass / Fleetwood Furniture Corporation, 1952, 107.6 × 80.7 × 44.5 cm (42 3/8 × 31 3/4 × 17 1/2 in.)",https://www.artic.edu/artworks/154494,"2 views (image_id + 1 alt_image_id) — fails the 3-view gate; also is_public_domain false, and a 1952 painted-Masonite child's unit is outside the period and the construction tradition."
08_wardrobe,"Metropolitan Museum of Art object 690257 — the single hit for a Dutch kas in The American Wing (search q=""kas wardrobe Dutch"", departmentIds=1, total=1)",https://collectionapi.metmuseum.org/public/collection/v1/objects/690257,record not retrievable — 8 spaced retries over ~5 minutes all returned the Incapsula bot-block page instead of JSON. Nothing about this object is asserted.
08_wardrobe,"Metropolitan Museum of Art objects 696949 and 704667 (2 of the 39 hits for artistOrCulture=""Herter Brothers"")",https://collectionapi.metmuseum.org/public/collection/v1/search?artistOrCulture=true&q=Herter%20Brothers,record not retrievable — repeated Incapsula bot-blocks. 37 of 39 Herter objects were fetched; these 2 are the only gaps in the Tier 1 sweep.
09_bedstead,"High Museum of Art 1983.199 — ""Bedstead"", Gustave Herter and Christian Herter, designers; Herter Brothers (New York, 1864–1907), maker; ca. 1880; ""Ebonized cherry and marquetry of ",https://high.org/collection/bedstead/,"THIS IS THE TIER-1 ANSWER AND IT FAILS. The object page displays only ONE photograph — fails the ""at least THREE materially different useful views"" gate. It also fails ""image rights status stated"": the page carries no rights, copyright or licence statement at all. (Fields above quoted from a WebFetc"
09_bedstead,"Metropolitan Museum of Art 68.97.13 — ""Bedstead"", Baumann Brothers, ca. 1880, Maple, 63 3/8 x 39 x 81 in. (161 x 99.1 x 205.7 cm), Purchase, Anonymous Gift, 1968 (Met object 445)",https://www.metmuseum.org/art/collection/search/445,"Only 1 view (primaryImage, no additionalImages); gate requires 3+. This was the strongest remaining tier-2 candidate — a New York Aesthetic Movement bedstead of exactly the right date — and it dies on the view count alone."
09_bedstead,"Metropolitan Museum of Art 46.194.6a, b — ""Bedstead"", American, 1760–90, Tulip poplar, Atlantic white cedar, pine, 99 1/8 x 66 x 84 1/2 in. (251.8 x 167.6 x 214.6 cm) (Met object 4",https://www.metmuseum.org/art/collection/search/438,"Passes the mechanical gate (5 views, CC0, published dimensions) but FAILS ""resolution enough to separate components"" on inspection: two views show the bed completely swathed in curtains and valance so that no post, rail or joint is visible, and the remaining three show only the detached painted corn"
09_bedstead,"Metropolitan Museum of Art 49.91a–e — ""Bedstead"", American, 1760–1800, Birch, white pine, 96 1/2 x 56 1/4 x 77 1/4 in. (245.1 x 142.9 x 196.2 cm) (Met object 439)",https://www.metmuseum.org/art/collection/search/439,"Passes the mechanical gate (4 views, CC0) but fails ""THREE materially different useful views"" of the object in substance: only one view shows the bedstead, and it is a fully draped period-room photograph in which posts and rails are hidden; the other three are all of the one detached tester cornice."
09_bedstead,"Metropolitan Museum of Art 10.125.335 — ""Folding Bedstead"", American, 1740–90 (Met object 436)",https://www.metmuseum.org/art/collection/search/436,Only 2 views; gate requires 3+.
09_bedstead,"Metropolitan Museum of Art 10.125.336 — ""Bedstead"", American, 1760–90 (Met object 437)",https://www.metmuseum.org/art/collection/search/437,Only 1 view; gate requires 3+.
09_bedstead,"Victoria and Albert Museum W.47:1 to 28-1931 — ""Great Bed of Ware"", object type ""Bed"", Ware (Hertfordshire), 1590-1600, ""Oak, carved and originally painted, with panels of marquetr",https://collections.vam.ac.uk/item/O9138/the-great-bed-of-ware-bed-unknown/,"Image rights. Every image asset in the V&A API record carries copyright ""© Victoria and Albert Museum, London"" — not open access. museum_api.gate's rights test (""image rights not open access (supplementary use only)"") rejects this, and the corpus baseline plus all three accepted candidates are CC0/P"
09_bedstead,"Brooklyn Museum object 49232 — ""Bed"", attributed to the shop of John Henry Belter (patent laminated knock-down bedstead, patent dated August 19, 1856)",https://www.brooklynmuseum.org/objects/49232,"UNASSESSED, not rejected on merit. brooklynmuseum.org returned HTTP 429 with a Vercel Security Checkpoint page to both WebFetch and curl, so no field could be verified in this task. I refuse to record its accession, dimensions, rights or view count from memory. Worth a retry: a documented demountabl"
10_chest,"Metropolitan Museum of Art 69.146.1, .3, .4, .5 - the rest of the named Herter bedroom suite (bedstead, firescreen, looking glass etc. surfaced under Met object ids 443, 3680, 4877",https://www.metmuseum.org/art/collection/search/443,"Wrong object type for this slot - none of them is a chest or trunk. Only 69.146.2 in the named suite is a storage case, and it is candidate 1."
10_chest,"Cleveland Museum of Art - the museum's entire Herter Brothers holding (5 objects: 1997.58 Fire Screen, 1982.5 Chair [the baseline], 1987.53 Center Table, 1984.39 Center Table, 1998",https://openaccess-api.clevelandart.org/api/artworks/?q=Herter,"TIER 1 exhausted at Cleveland - zero chests or trunks. Searched via the CMA API, total=5, verified by listing every record."
10_chest,"Art Institute of Chicago Herter Brothers holding (object 105105 Cabinet, 99082 Sideboard, 90204 and 45003 Side Chair, 44867 and 104352 Table)",https://api.artic.edu/api/v1/artworks/search?q=Herter%20Brothers,TIER 1 exhausted at AIC - no chest or trunk in the Herter group; all are cabinet/sideboard/seating/table.
10_chest,"TIER 2 SWEEP, American Aesthetic Movement / Modern Gothic makers - Kimbel & Cabus, Pottier & Stymus, Daniel Pabst, Frank Furness, Isaac Scott, Tiffany, 'Aesthetic Movement'",https://openaccess-api.clevelandart.org/api/artworks/?q=Kimbel&type=Furniture%20and%20woodwork,"TIER 2 RETURNED NO CHEST OR TRUNK AT ALL. Cleveland furniture-and-woodwork search: Kimbel 0, Cabus 0, Pottier 0, Stymus 0, 'Aesthetic Movement' 0, Pabst 1 (1991.34 Pedestal), Furness 1 (the same 1991.34 Pedestal), Tiffany 11 (clock, lamps, mirror, armchair, tables - no chest). Cleveland searches for"
10_chest,"Cleveland Museum of Art 1942.607, Marriage Chest (Cassone), Italy, mid 1500s, Overall: 68.6 x 168.9 x 57.2 cm (27 x 66 1/2 x 22 1/2 in.)",https://clevelandart.org/art/1942.607,only 1 view; gate requires 3+
10_chest,"Cleveland Museum of Art 1915.569, Chest, 1690–1720, Overall: 96.9 x 122.9 x 47.3 cm (38 1/8 x 48 3/8 x 18 5/8 in.)",https://clevelandart.org/art/1915.569,only 2 views; gate requires 3+
10_chest,"Cleveland Museum of Art 1915.535, Marriage Chest, c. 1500, Overall: 71.8 x 127 x 55.9 cm (28 1/4 x 50 x 22 in.)",https://clevelandart.org/art/1915.535,only 2 views; gate requires 3+
10_chest,"Cleveland Museum of Art 1950.568, Gothic Marriage Chest, c. 1500–1525, Overall: 73.2 x 136.5 x 54.8 cm (28 13/16 x 53 3/4 x 21 9/16 in.)",https://clevelandart.org/art/1950.568,only 2 views; gate requires 3+
10_chest,"Cleveland Museum of Art 1990.135 (the PARENT record for the Spanish colonial chest), late 1600s",https://clevelandart.org/art/1990.135,only 2 views on the parent record; gate requires 3+. (Its sub-record 1990.135.a carries 18 views and does pass - see notes.)
10_chest,"Cleveland Museum of Art 1942.604, Chest, France, Normandy, 1550–99, Oak, Overall: 96.5 x 165.1 x 71.8 cm (38 x 65 x 28 1/4 in.), CC0",https://clevelandart.org/art/1942.604,"Passes the MECHANICAL gates (4 views, CC0, published dimensions) but fails the construction-view gate on inspection: the three alternate images are all close-ups of the carved front - two figural panel details and a caryatid - and the only non-frontal image is a three-quarter that shows the side fac"
10_chest,Art Institute of Chicago object 33079 Armchair (attributed to Pottier and Stymus) and object 184672 Sideboard (Daniel Pabst),https://api.artic.edu/api/v1/artworks/search?q=Pottier%20Stymus,"Wrong object type - seating and a sideboard, not a chest or trunk. Recorded only to show the Tier-2 sweep was actually run."
11_long_table,"Metropolitan Museum of Art 66.10.1, ""Dining Table"", United Society of Believers in Christ's Second Appearing (""Shakers""), Hancock, Massachusetts, 1800–1825, pine/maple/basswood, ""2",https://www.metmuseum.org/art/collection/search/3179,"Fails ""at least THREE materially different useful views"" and fails ""at least one view revealing side, rear, underside, interior, joinery or attachment"". museum_api.gate() returns PASS because the API reports 3 images, but all three were downloaded and looked at and they are: a 3/4 long-side view (AD"
11_long_table,"Metropolitan Museum of Art 66.10.3, ""Dining Table"", Shakers, Enfield, Connecticut, 1800–1825, maple/ash, ""24 1/8 x 50 x 27 in. (61.3 x 127 x 68.6 cm)"", CC0 — met object 3180",https://www.metmuseum.org/art/collection/search/3180,"Same failure as 66.10.1: 3 images by API count, but they are three photographs from essentially one long-side position (190601, 190603, ADA302 — the latter two both include the same accompanying bench). No end, rear, underside or joinery view. Also fails the slot's own brief on scale: at 50 in it is"
11_long_table,"Metropolitan Museum of Art 19.13.1 and 19.13.2, pair of ""Drop-leaf dining table"", American, Baltimore, Maryland, 1795–1810, ""28 3/4 x 47 7/8 x 39 1/4 in. (73 x 121.6 x 99.7 cm)"" an",https://www.metmuseum.org/art/collection/search/3172,"Fails ""at least THREE materially different useful views"" once the images are actually examined. Each record reports 6 images, but the two records SHARE four of the same asset files, and of the six only three are views of the table at all: a front elevation, a partial 3/4, and one archival B/W showin"
11_long_table,"Metropolitan Museum of Art 1973.168.1, ""Drop-leaf Table"", Herter Brothers, 1870–75 — met object 3453",https://www.metmuseum.org/art/collection/search/3453,Only 1 view; gate requires 3+. This was the only other Herter Brothers table form in the Met's holdings and it is the closest thing to a tier-1 alternative to 1972.47.
11_long_table,"Metropolitan Museum of Art 2013.956a, b, ""Console from the drawing room of the William H. Vanderbilt House"", Herter Brothers, 1879–82 — met object 631986",https://www.metmuseum.org/art/collection/search/631986,"Only 2 view(s); gate requires 3+. (Also a console, not a long table — listed because it is documented Herter drawing-room material from the same commission as 1972.47.)"
11_long_table,"Cleveland Museum of Art 1987.53, ""Center Table"", c. 1875, matched on a Herter search of the CMA open-access API, CC0",https://www.clevelandart.org/art/1987.53,"Only 1 view; gate requires 3+. CMA holds exactly five objects matching ""Herter"" and this is the only table among them other than 1984.39 and 1998.19; neither of those is a long table either."
11_long_table,"Art Institute of Chicago 44867 ""Table"", Herter Brothers, c. 1878; and AIC 104352 ""Table"", Herter Brothers, 1885–95 — both flagged is_public_domain: true",https://api.artic.edu/api/v1/artworks/44867,"Only 1 image each (image_id present, alt_image_ids empty); gate requires 3+ materially different views. AIC's Herter holdings were swept via its open API and no Herter table there carries more than a single photograph."
11_long_table,"Victoria and Albert Museum 645-1906, ""Draw table"", Netherlands, 1630-1650, ""Oak, turned and carved"", dimensions Height 77 cm; Length 108.5 cm (top in closed position); Length 199 c",https://collections.vam.ac.uk/item/O248427/draw-table-unknown/,"Fails ""at least one view revealing side, rear, underside, interior, joinery or attachment"", and only just reaches three views. The record carries exactly 3 images, all downloaded and inspected: a 3/4 view closed (2015HK8272), a 3/4 view fully EXTENDED to 199 cm (2015HK8264), and an archival B/W 3/4 "
11_long_table,"Victoria and Albert Museum 334:1 to 6-1907, ""Draw table"", ca. 1640-1660, ""Turned and carved oak, the drawers with knobs of turned walnut"", Height 79 cm / Length 127 cm / Depth 73 c",https://collections.vam.ac.uk/item/O117586/draw-table-unknown/,Only 1 image on the record; gate requires 3+.
11_long_table,"Metropolitan Museum of Art 1975.1.1965, ""Trestle table"", Italian (?), Robert Lehman Collection — met object 460606",https://www.metmuseum.org/art/collection/search/460606,"0 view(s) — the record carries no images at all — and rights are not open access. The literal object type wanted by this slot, with nothing to look at. The Met's own date line also reads ""possibly late 19th century or first half 20th century (with older parts)"", so it would be a poor construction wi"
11_long_table,"Metropolitan Museum of Art 1975.1.1966, ""Table"", Italian, Umbria (Tuscany), 16th century, second quarter — met object 460821",https://www.metmuseum.org/art/collection/search/460821,Only 1 view; gate requires 3+.
11_long_table,"Metropolitan Museum of Art 1975.1.1968, ""Center table"", North Italian or French, second half 16th century and second half 19th century — met object 461134",https://www.metmuseum.org/art/collection/search/461134,Only 2 view(s); gate requires 3+.
11_long_table,"TIER 2 AS A WHOLE — American Aesthetic Movement / Modern Gothic long tables. Kimbel and Cabus, Pottier and Stymus, Daniel Pabst, Frank Furness, Isaac Scott swept across the Met ope",https://collectionapi.metmuseum.org/public/collection/v1/search?artistOrCulture=true&q=Kimbel%20and%20Cabus,"NO LONG OR TRESTLE TABLE EXISTS IN THESE OPEN COLLECTIONS AT ALL — the tier failed on object type before it could fail on gates. Every accessible object by these makers was enumerated and typed. Kimbel and Cabus at the Met: a hanging key cabinet (1981.211, 4 views), a desk (2000.58, 1 view), a desk "
